"path","line","category","text"
"docs\renderer-milestone11-d3d9.csv","809","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""240"",""-"",""DECLARE_INTERFACE_"",""LPDIRECT3DPIXELSHADER9"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","810","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""241"",""-"",""DECLARE_INTERFACE_"",""GetVertexShader"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","811","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""241"",""-"",""DECLARE_INTERFACE_"",""LPDIRECT3DVERTEXSHADER9"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","812","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""283"",""-"",""DECLARE_INTERFACE_"",""SetTransform"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","813","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""284"",""-"",""DECLARE_INTERFACE_"",""SetMaterial"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","814","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""285"",""-"",""DECLARE_INTERFACE_"",""SetLight"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","815","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""286"",""-"",""DECLARE_INTERFACE_"",""LightEnable"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","816","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""287"",""-"",""DECLARE_INTERFACE_"",""SetRenderState"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","817","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""288"",""-"",""DECLARE_INTERFACE_"",""LPDIRECT3DBASETEXTURE9"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","818","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""288"",""-"",""DECLARE_INTERFACE_"",""SetTexture"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","819","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""289"",""-"",""DECLARE_INTERFACE_"",""SetTextureStageState"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","820","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""290"",""-"",""DECLARE_INTERFACE_"",""SetSamplerState"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","821","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""292"",""-"",""DECLARE_INTERFACE_"",""SetFVF"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","822","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""293"",""-"",""DECLARE_INTERFACE_"",""LPDIRECT3DVERTEXSHADER9"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","823","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""293"",""-"",""DECLARE_INTERFACE_"",""SetVertexShader"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","824","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""294"",""-"",""DECLARE_INTERFACE_"",""SetVertexShaderConstantF"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","825","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""297"",""-"",""DECLARE_INTERFACE_"",""LPDIRECT3DPIXELSHADER9"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","826","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""297"",""-"",""DECLARE_INTERFACE_"",""SetPixelShader"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","827","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""298"",""-"",""DECLARE_INTERFACE_"",""SetPixelShaderConstantF"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","828","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""379"",""-"",""DECLARE_INTERFACE_"",""LPDIRECT3DBASETEXTURE9"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","829","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""379"",""-"",""DECLARE_INTERFACE_"",""SetTexture"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","830","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""380"",""-"",""DECLARE_INTERFACE_"",""GetTexture"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","831","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""380"",""-"",""DECLARE_INTERFACE_"",""LPDIRECT3DBASETEXTURE9"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","832","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""381"",""-"",""DECLARE_INTERFACE_"",""GetPixelShader"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","833","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""381"",""-"",""DECLARE_INTERFACE_"",""LPDIRECT3DPIXELSHADER9"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","834","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""382"",""-"",""DECLARE_INTERFACE_"",""GetVertexShader"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","835","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""382"",""-"",""DECLARE_INTERFACE_"",""LPDIRECT3DVERTEXSHADER9"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
"docs\renderer-milestone11-d3d9.csv","836","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""404"",""-"",""DECLARE_INTERFACE_"",""DrawPrimitive"",""F"",""comment or string literal only"",""n/a"",""Retain text; excluded from runtime API counts"",""no API execution"""
"docs\renderer-milestone11-d3d9.csv","837","Documentation: history or current removal/dependency explanation","""extern/include/d3dx9effect.h"",""414"",""-"",""DECLARE_INTERFACE_"",""LPDIRECT3DDEVICE9"",""E"",""SDK declaration / external library implementation, not client draw"",""Diligent API, or retained asset dependency"",""No SDK edit"",""external header; not a game call chain"""
